data_source,feature_set,horizon,model,mean_rel_mse,median_rel_mse,mean_rel_qlike,median_rel_qlike,n_assets,share_beats_har_mse_5pct,share_beats_har_qlike_5pct
stock_rv5,MALL_OF,22,HARCJ,1.0478289617636323,1.01502877129812,0.9741620652082934,1.0005278639297408,7,0.14285714285714285,0.14285714285714285
stock_rv5,MALL_OF,22,NN1,0.9668575002808977,0.9748894746839116,0.976551706361146,0.9901051444444882,7,0.14285714285714285,0.14285714285714285
stock_rv5,MALL_OF,22,GradientBoosting,0.9783910724657618,0.975631806363519,0.9795308815991738,0.9633637682842998,7,0.14285714285714285,0.14285714285714285
stock_rv5,MALL_OF,22,LevHAR,1.0467621943071241,1.0073696813006785,0.9872858049143509,1.007054175617493,7,0.0,0.0
stock_rv5,MALL_OF,22,NN2,0.9721055428528002,1.0185018293373178,0.9906502073777566,1.0511645360537558,7,0.14285714285714285,0.14285714285714285
stock_rv5,MALL_OF,22,SHAR,0.9963065484772404,0.9961798095462132,0.9935045060417345,0.9995356316177582,7,0.14285714285714285,0.2857142857142857
stock_rv5,MALL_OF,22,HARQ,0.9748696283119987,0.9664857889151504,0.9961736004250057,0.9866337047927924,7,0.2857142857142857,0.42857142857142855
stock_rv5,MALL_OF,22,NN3,0.9741339879169434,1.0588553439697364,0.9979577150935268,1.0508426329546172,7,0.14285714285714285,0.14285714285714285
stock_rv5,MALL_OF,22,HAR,1.0,1.0,1.0,1.0,7,0.0,0.0
stock_rv5,MALL_OF,22,RandomForest,1.0498225707534177,1.072117174286292,1.0327644877338986,1.1072760275769862,7,0.14285714285714285,0.14285714285714285
stock_rv5,MALL_OF,22,Ridge,1.4735300096056139,1.158451696214353,1.0590823028396452,1.0864229554980722,7,0.0,0.0
stock_rv5,MALL_OF,22,ElasticNet,1.4681851761395244,1.1764013129358366,1.0617028934280628,1.07772005156769,7,0.14285714285714285,0.0
stock_rv5,MALL_OF,22,Lasso,1.4801088362978017,1.1554626614427057,1.0646275281044344,1.0862328183226038,7,0.0,0.0
stock_rv5,MHAR,1,LogHAR,0.9311223262166302,0.969286143098884,0.9047374701774158,0.9421038318114008,7,0.7142857142857143,0.7142857142857143
stock_rv5,MHAR,1,NN3,0.9354446424794723,0.9643129376918516,0.921687268871669,0.9458976088342236,7,0.42857142857142855,0.8571428571428571
stock_rv5,MHAR,1,GradientBoosting,0.9411305308164408,0.96418514223922,0.9225086569481036,0.9564042885943638,7,0.2857142857142857,0.42857142857142855
stock_rv5,MHAR,1,RandomForest,0.9375691269897777,0.9719093476261308,0.9272357733595881,0.9783719454776958,7,0.2857142857142857,0.42857142857142855
stock_rv5,MHAR,1,NN2,0.9998133463427841,0.9815355775069224,0.9272669267141328,0.9526239781716492,7,0.2857142857142857,0.8571428571428571
stock_rv5,MHAR,1,HARCJ,0.9777388572779243,0.9994509657925688,0.9600548182412195,0.9946815714997612,7,0.14285714285714285,0.2857142857142857
stock_rv5,MHAR,1,HARQ,0.9672058020331019,0.9743476163533026,0.9747738366600326,0.953491434728832,7,0.2857142857142857,0.8571428571428571
stock_rv5,MHAR,1,SHAR,0.9809729729283624,0.9862850052722416,0.9839549367647406,0.9948591787497584,7,0.2857142857142857,0.42857142857142855
stock_rv5,MHAR,1,NN1,1.6235468769743673,1.0013378862047262,0.9974272003807736,0.9836897832268244,7,0.42857142857142855,0.5714285714285714
stock_rv5,MHAR,1,HAR,1.0,1.0,1.0,1.0,7,0.0,0.0
stock_rv5,MHAR,1,LevHAR,1.017729840420762,0.997403841718672,1.0627594715720443,1.001971859327757,7,0.2857142857142857,0.14285714285714285
stock_rv5,MHAR,1,Lasso,1.3729002908141248,1.1137893266775545,1.149758932314663,1.0761551504870963,7,0.0,0.0
stock_rv5,MHAR,1,ElasticNet,1.4807195232324752,1.113811219282376,1.1509200664357575,1.076157533572039,7,0.0,0.0
stock_rv5,MHAR,1,Ridge,11.412295160646876,1.1138138272401612,1.153093736313289,1.0761515945421745,7,0.0,0.0
stock_rv5,MHAR,5,LogHAR,0.9088799237409132,0.9444624688503712,0.8921984222586943,0.931299786780987,7,0.7142857142857143,0.7142857142857143
stock_rv5,MHAR,5,NN3,0.9251464078039652,0.9365274962378844,0.9154045175008235,0.9626249862817708,7,0.5714285714285714,0.5714285714285714
stock_rv5,MHAR,5,NN2,0.9344785324834657,0.9410235952072178,0.9229837800023247,0.9583056942923024,7,0.42857142857142855,0.42857142857142855
stock_rv5,MHAR,5,GradientBoosting,0.9137201564409052,0.9384454490215318,0.924309335619872,0.9807320176985496,7,0.5714285714285714,0.2857142857142857
stock_rv5,MHAR,5,RandomForest,0.9276413533244104,0.9454420055014712,0.9360283747324735,0.9838721594262292,7,0.42857142857142855,0.2857142857142857
stock_rv5,MHAR,5,HARCJ,1.0014071036272305,1.0021642670716664,0.9645961042896103,0.9939881078447926,7,0.2857142857142857,0.14285714285714285
stock_rv5,MHAR,5,SHAR,0.9838575673659032,0.9804788021309546,0.9861682245950095,0.9942864958372232,7,0.5714285714285714,0.42857142857142855
stock_rv5,MHAR,5,HARQ,0.9611018250926675,0.9629925420743752,0.9916247212437975,0.9593365909829488,7,0.2857142857142857,0.7142857142857143
stock_rv5,MHAR,5,NN1,1.7797694706025535,1.024671789809559,0.9924019027311741,0.981405281537024,7,0.42857142857142855,0.42857142857142855
stock_rv5,MHAR,5,HAR,1.0,1.0,1.0,1.0,7,0.0,0.0
stock_rv5,MHAR,5,LevHAR,1.0058056781155142,1.0030584623138787,1.0125484345884048,1.0057360167055829,7,0.14285714285714285,0.14285714285714285
stock_rv5,MHAR,5,ElasticNet,1.5838804518044778,1.1732300540725766,1.177145792356648,1.076232243303918,7,0.0,0.14285714285714285
stock_rv5,MHAR,5,Ridge,2.1106825141560916,1.1867728176917507,1.177173731870233,1.07802834014117,7,0.0,0.14285714285714285
stock_rv5,MHAR,5,Lasso,1.4556842413560331,1.174125230227013,1.1810176645277577,1.0752736983856088,7,0.0,0.0
stock_rv5,MHAR,22,LogHAR,0.9430385254013464,0.9591544088606072,0.9234530254098952,0.928109915410148,7,0.14285714285714285,0.2857142857142857
stock_rv5,MHAR,22,NN3,0.9413916569642401,0.922399330920724,0.9512395626578173,0.9437498045701056,7,0.14285714285714285,0.14285714285714285
stock_rv5,MHAR,22,NN2,0.9781080767725265,0.9801568263227112,0.9620639657494837,0.9782914517053036,7,0.0,0.14285714285714285
stock_rv5,MHAR,22,RandomForest,0.9515265573834844,0.9644497407031682,0.9663320362207706,0.977347857625403,7,0.14285714285714285,0.14285714285714285
stock_rv5,MHAR,22,HARCJ,1.0478289617636323,1.01502877129812,0.9741620652082934,1.0005278639297408,7,0.14285714285714285,0.14285714285714285
stock_rv5,MHAR,22,GradientBoosting,0.9692711980370007,0.963611013438899,0.9816532769766774,0.9719239556869614,7,0.0,0.14285714285714285
stock_rv5,MHAR,22,LevHAR,1.0467621943071241,1.0073696813006785,0.9872858049143509,1.007054175617493,7,0.0,0.0
stock_rv5,MHAR,22,SHAR,0.9963065484772404,0.9961798095462132,0.9935045060417345,0.9995356316177582,7,0.14285714285714285,0.2857142857142857
stock_rv5,MHAR,22,HARQ,0.9748696283119987,0.9664857889151504,0.9961736004250057,0.9866337047927924,7,0.2857142857142857,0.42857142857142855
stock_rv5,MHAR,22,HAR,1.0,1.0,1.0,1.0,7,0.0,0.0
stock_rv5,MHAR,22,NN1,1.2490934439432042,1.0246249127619234,1.0108029209932499,1.020924096862846,7,0.14285714285714285,0.14285714285714285
stock_rv5,MHAR,22,Lasso,1.2981670366305604,1.0868066269663046,1.1621414683585236,1.0493461505553658,7,0.0,0.0
stock_rv5,MHAR,22,Ridge,1.799928192172901,1.102419319454684,1.163690455831078,1.0533225490204408,7,0.14285714285714285,0.14285714285714285
stock_rv5,MHAR,22,ElasticNet,1.6571222492469366,1.1114058025126674,1.1661131788419319,1.0628334053511137,7,0.0,0.0
